userFollowerCount,userFollowingCount,userBiographyLength,userMediaCount,userHasProfilPic,userIsPrivate,usernameDigitCount,usernameLength,Isfake
150,149,77,22,1,0,0,13,No
1099,584,0,124,1,1,0,11,No
504,465,0,74,1,1,2,11,No
83,119,39,5,1,1,0,12,No
715,598,66,210,1,0,0,7,No
226,261,0,20,1,1,0,13,No
393,463,0,165,1,1,0,8,No
261,299,119,8,1,0,0,10,No
421,424,15,124,1,1,0,6,No
114,115,24,21,1,1,0,6,No
200,224,71,17,1,1,0,12,No
260,349,0,26,1,0,0,12,No
227,342,49,128,1,1,0,9,No
481,531,16,9,1,1,0,12,No
272,918,0,1,1,0,0,7,No
438,339,32,12,1,1,0,13,No
772,669,22,79,1,0,0,8,No
217,198,3,0,1,1,0,17,No
654,679,33,24,1,0,0,8,No
336,598,0,223,1,1,0,8,No
210,367,0,114,1,1,0,8,No
269,127,148,146,1,1,0,13,No
239,324,106,29,1,1,0,10,No
365,627,12,107,1,0,0,7,No
218,316,16,438,1,1,0,10,No
323,373,40,10,1,1,0,14,No
249,234,19,17,1,1,0,9,No
245,423,0,74,1,1,0,10,No
508,723,33,154,1,1,0,11,No
304,298,32,1,1,1,4,17,No
3257,3511,136,113,1,0,0,8,No
420,417,43,6,1,1,0,11,No
209,257,10,52,1,1,0,12,No
1669,996,127,107,1,1,2,13,No
81,52,0,4,1,1,0,15,No
415,439,0,13,1,1,0,11,No
129,152,0,0,1,1,0,14,No
165,181,0,85,1,1,0,13,No
273,297,19,0,1,1,0,15,No
338,330,41,17,1,0,0,12,No
225,446,0,53,1,0,0,11,No
449,410,19,19,1,1,0,8,No
594,863,105,276,1,1,0,9,No
679,764,23,39,1,1,0,11,No
569,539,41,95,1,1,0,11,No
540,543,0,73,1,1,0,12,No
441,368,25,30,1,1,0,8,No
570,455,37,120,1,1,0,10,No
367,1114,16,69,1,0,0,8,No
634,648,59,21,1,0,0,9,No
687,539,18,78,1,0,0,9,No
160,169,9,8,1,1,0,10,No
566,464,32,65,1,1,0,9,No
113,148,0,9,1,1,0,10,No
670,547,52,68,1,1,0,12,No
501,465,18,4,1,1,0,10,No
369,396,0,5,1,1,0,12,No
363,355,41,17,1,1,0,11,No
218,255,0,2,1,1,0,9,No
446,489,29,46,1,1,0,10,No
404,392,25,23,1,1,0,14,No
426,486,60,110,1,0,0,12,No
207,201,131,75,1,1,2,12,No
200,229,17,4,1,1,2,10,No
606,722,44,56,1,1,0,9,No
191,280,9,4,1,1,0,15,No
414,440,14,71,1,0,0,9,No
698,705,0,32,1,1,0,7,No
510,669,33,31,1,1,0,11,No
233,242,43,9,1,1,0,14,No
361,358,18,75,1,0,0,9,No
200,204,0,60,1,1,2,16,No
222,185,0,22,1,1,0,6,No
148,196,0,7,1,1,0,12,No
274,309,0,2,1,1,0,12,No
209,240,0,0,1,0,0,6,No
301,477,20,6,1,1,0,12,No
116,162,39,11,1,1,0,11,No
207,196,0,7,1,1,0,11,No
199,272,18,36,1,1,0,8,No
289,451,0,76,1,1,0,13,No
513,520,49,37,1,0,0,10,No
105,174,0,0,1,1,0,11,No
695,635,25,21,1,0,0,9,No
540,604,0,16,1,1,0,16,No
337,482,0,7,1,1,0,14,No
625,703,48,34,1,1,0,8,No
175,313,11,4,1,0,0,7,No
358,315,26,33,1,1,0,6,No
616,564,37,26,1,0,0,10,No
600,719,50,181,1,1,0,12,No
236,226,12,12,1,1,0,7,No
325,335,0,50,1,1,0,14,No
384,410,0,48,1,1,1,13,No
256,308,8,6,1,1,0,17,No
113,112,0,14,1,1,0,10,No
81,142,0,8,1,1,2,7,No
380,500,38,19,1,1,0,9,No
270,493,0,0,1,0,0,13,No
427,981,20,95,1,1,2,13,No
386,482,32,48,1,1,0,7,No
65,67,79,116,1,0,0,8,No
315,363,26,0,1,0,0,8,No
69,100,0,5,1,1,0,9,No
339,476,56,33,1,1,0,8,No
156,199,42,2,1,0,0,11,No
288,304,45,5,1,1,0,11,No
101,109,0,2,1,1,3,17,No
358,336,0,9,1,0,0,13,No
467,519,13,16,1,1,0,17,No
318,306,51,13,1,0,0,11,No
352,575,6,88,1,1,0,13,No
256,344,34,53,1,1,0,12,No
228,320,17,20,1,1,0,11,No
257,252,0,25,1,0,0,12,No
240,492,78,12,1,1,0,13,No
203,256,0,1,1,1,0,7,No
79,80,7,2,1,1,0,11,No
431,463,21,42,1,1,0,10,No
217,266,11,13,1,1,0,13,No
423,523,0,114,1,1,0,11,No
142,224,0,8,1,0,0,7,No
432,410,25,26,1,1,0,10,No
310,357,23,44,1,1,0,10,No
333,358,35,23,1,1,0,18,No
202,201,0,21,1,1,0,9,No
421,565,30,44,1,1,0,6,No
449,481,34,45,1,1,2,10,No
318,318,8,9,1,1,0,10,No
371,370,29,10,1,1,0,14,No
262,265,19,22,1,1,0,11,No
588,497,0,13,1,1,0,12,No
636,632,16,111,1,0,0,5,No
266,257,44,105,1,1,0,11,No
204,126,0,393,1,0,0,14,No
514,573,19,216,1,0,2,15,No
450,708,52,58,1,1,0,10,No
406,478,0,76,1,1,0,12,No
397,371,0,298,1,1,0,6,No
1078,179,0,131,1,0,2,15,No
523,396,30,52,1,1,0,11,No
255,246,0,12,1,1,0,12,No
87,95,24,11,1,1,0,17,No
133,135,20,4,1,1,0,10,No
197,267,13,8,1,1,0,12,No
709,692,0,76,1,1,0,17,No
296,291,0,26,1,1,0,14,No
198,198,17,35,1,0,0,12,No
619,793,98,272,1,1,0,7,No
174,172,0,1,1,1,0,10,No
190,184,0,2,1,1,0,11,No
198,233,0,28,1,1,0,15,No
324,323,0,114,1,1,0,10,No
251,257,0,24,1,1,0,15,No
218,255,0,2,1,1,0,9,No
224,287,0,51,1,1,0,13,No
293,259,0,36,1,1,0,13,No
155,359,73,71,1,1,0,8,No
204,263,49,24,1,0,0,9,No
512,365,67,12,1,1,2,12,No
257,291,139,19,1,1,2,10,No
213,245,0,31,1,1,0,12,No
369,396,0,5,1,1,0,12,No
309,323,0,96,1,1,0,11,No
472,534,0,27,1,1,0,7,No
202,340,0,28,1,1,0,11,No
272,240,0,147,1,0,0,13,No
303,341,20,12,1,1,0,13,No
189,190,0,9,1,1,0,6,No
455,449,18,32,1,1,0,12,No
634,618,17,25,1,1,0,7,No
541,516,134,84,1,0,0,8,No
450,473,64,152,1,1,0,15,No
143,237,0,3,1,0,0,12,No
467,681,1,149,1,1,0,10,No
1050,820,43,332,1,0,0,10,No
194,278,0,3,1,1,1,11,No
55,31,0,1,1,0,0,8,No
462,682,0,94,1,1,0,10,No
455,603,0,79,1,1,0,11,No
246,267,0,55,1,1,0,15,No
116,214,0,5,1,1,0,11,No
97,156,0,24,1,1,0,9,No
1507,1198,35,175,1,1,0,13,No
196,270,0,199,1,0,0,15,No
304,450,0,271,1,1,0,8,No
488,546,14,25,1,1,0,9,No
464,684,39,102,1,1,0,10,No
894,874,1,414,1,1,2,11,No
871,841,78,161,1,0,0,12,No
281,560,32,396,1,1,0,10,No
1170,1355,0,491,1,1,0,14,No
474,935,72,273,1,1,0,8,No
489,570,40,367,1,1,0,11,No
604,674,0,65,1,1,0,11,No
964,861,29,9,1,1,0,8,No
359,386,0,397,1,1,0,15,No
523,782,9,471,1,1,0,5,No
615,1187,1,984,1,1,0,13,No
894,720,41,80,1,0,0,11,No
420,457,21,127,1,0,0,10,No
495,491,40,12,1,1,2,11,No
557,703,0,60,1,0,0,11,No
403,449,8,204,1,1,0,12,No
450,579,103,67,1,1,0,9,No
242,273,0,206,1,1,0,13,No
381,1319,144,102,1,1,0,11,No
736,662,0,312,1,0,0,7,No
625,977,13,7,1,1,0,11,No
372,362,36,13,1,1,0,7,No
550,555,133,234,1,1,0,16,No
150,184,0,79,1,0,0,6,No
407,464,70,579,1,1,0,7,No
1017,1201,0,263,1,0,0,14,No
148,426,0,22,1,1,0,8,No
1209,1093,38,289,1,0,0,8,No
382,691,0,300,1,1,0,6,No
520,604,15,732,1,0,0,9,No
1002,1089,0,582,1,1,0,10,No
305,386,24,166,1,1,0,9,No
619,937,0,16,1,1,0,10,No
619,750,24,38,1,1,0,9,No
719,607,45,69,1,1,0,11,No
108,125,1,16,1,1,0,13,No
343,388,0,67,1,1,0,5,No
323,405,0,69,1,1,0,10,No
1020,1048,101,126,1,0,0,8,No
982,979,0,266,1,0,0,13,No
416,460,0,104,1,1,0,10,No
511,916,0,134,1,1,0,12,No
511,563,32,16,1,0,0,15,No
403,490,0,38,1,1,0,12,No
319,429,0,68,1,1,0,7,No
213,406,0,169,1,1,0,6,No
199,228,0,12,1,1,0,8,No
211,255,23,27,1,1,4,10,No
214,208,0,9,1,1,0,12,No
875,878,4,15,1,1,0,13,No
907,927,64,36,1,1,0,14,No
299,540,0,112,1,1,0,12,No
625,921,0,91,1,1,0,7,No
238,410,11,44,1,1,0,10,No
167,294,0,37,1,1,0,14,No
509,690,0,15,1,1,0,10,No
210,238,0,1,1,0,0,10,No
366,377,8,373,1,1,0,9,No
475,551,0,93,1,1,0,11,No
330,272,14,103,1,1,0,10,No
362,373,0,19,1,0,0,10,No
248,289,22,21,1,1,0,10,No
379,531,27,52,1,1,0,11,No
431,688,0,15,1,1,0,9,No
609,719,89,37,1,0,0,11,No
548,480,0,98,1,1,0,7,No
428,413,16,314,1,1,0,12,No
361,1066,0,308,1,1,0,12,No
775,691,25,26,1,1,0,6,No
543,1020,41,179,1,1,0,14,No
383,419,4,5,1,1,0,11,No
103,143,0,20,1,1,1,11,No
367,361,0,98,1,1,0,9,No
321,295,18,99,1,1,0,11,No
146,134,31,36,1,1,0,10,No
219,337,0,0,1,1,1,7,No
302,362,1,54,1,1,0,13,No
379,484,0,130,1,1,0,10,No
468,504,0,26,1,1,0,9,No
645,694,0,69,1,1,0,12,No
251,321,48,42,1,1,0,12,No
276,352,0,69,1,1,0,8,No
302,307,7,80,1,1,0,15,No
357,593,0,20,1,1,0,9,No
251,292,0,3,1,1,0,9,No
824,962,23,5,1,0,0,14,No
549,545,0,100,1,1,0,11,No
552,639,1,184,1,1,0,10,No
409,407,25,164,1,1,0,12,No
362,332,0,38,1,0,0,14,No
374,449,0,26,1,1,0,12,No
601,509,33,223,1,1,0,10,No
723,649,18,62,1,0,0,8,No
473,531,24,19,1,1,0,10,No
536,669,21,30,1,1,2,8,No
404,458,0,240,1,1,0,10,No
516,764,0,217,1,1,0,10,No
406,392,0,142,1,0,0,6,No
400,835,0,44,1,1,0,9,No
1933,995,0,107,1,1,0,11,No
500,667,0,150,1,1,0,11,No
447,749,0,185,1,1,0,14,No
439,910,1,517,1,1,0,10,No
1054,1538,25,445,1,0,0,6,No
208,571,0,11,1,0,0,8,No
349,806,125,66,1,1,0,10,No
427,594,7,37,1,1,0,9,No
323,505,0,0,1,1,1,13,No
341,440,51,9,1,1,0,14,No
104,120,0,12,1,1,0,9,No
272,302,31,1,1,1,0,7,No
170,181,18,15,1,1,0,14,No
381,515,43,67,1,1,0,12,No
196,224,0,0,1,0,0,10,No
141,96,91,9,1,0,0,9,No
273,392,0,5,1,1,0,11,No
1221,999,0,30,1,1,0,13,No
402,478,56,22,1,1,0,14,No
260,390,0,37,1,1,0,11,No
180,224,0,3,1,1,2,8,No
137,1096,0,5,1,0,0,12,No
43,48,0,13,1,1,4,10,No
404,408,27,102,1,1,0,7,No
719,1107,0,227,1,1,0,13,No
771,1743,96,118,1,1,0,15,No
271,771,30,81,1,1,0,9,No
124,115,0,143,1,0,0,6,No
102,264,0,11,1,1,0,12,No
109,154,0,0,1,1,0,14,No
422,466,25,27,1,1,0,12,No
544,371,24,5,1,1,2,9,No
284,315,0,23,1,1,0,7,No
1083,1066,46,469,1,0,0,9,No
647,454,0,6,1,1,0,6,No
172,141,0,62,1,0,0,9,No
255,308,0,80,1,1,0,11,No
718,917,84,86,1,1,2,12,No
120,135,14,46,1,0,0,13,No
531,480,0,13,1,0,0,12,No
136,162,103,2,1,1,2,8,No
661,628,63,29,1,1,0,8,No
70,90,0,0,1,1,4,9,No
1562,1213,0,98,1,1,0,14,No
1483,1498,28,770,1,1,0,11,No
1087,922,133,284,1,0,0,10,No
911,561,29,211,1,0,0,13,No
1257,857,14,228,1,0,0,11,No
433,490,0,12,1,1,0,11,No
267,319,19,15,1,1,0,16,No
163,109,0,36,1,1,2,12,No
196,207,0,27,1,1,0,7,No
260,296,10,2,1,0,0,7,No
192,145,0,37,1,1,0,10,No
187,191,24,45,1,0,0,15,No
579,504,27,35,1,1,0,11,No
442,719,0,96,1,0,2,7,No
5,4,0,0,1,0,2,13,No
309,827,0,203,1,1,0,9,No
189,332,0,5,1,1,0,16,No
522,493,0,43,1,1,0,11,No
43,30,0,15,1,1,2,6,No
59,89,0,0,1,0,2,12,No
168,10,0,0,1,0,0,5,No
213,274,0,1,1,1,0,13,No
56,153,28,36,1,1,3,13,No
294,307,0,22,1,1,2,11,No
290,656,0,50,1,1,0,11,No
488,1071,0,53,1,1,0,7,No
384,455,0,31,1,0,2,6,No
390,520,38,78,1,1,0,10,No
1342,712,24,112,1,0,0,12,No
486,651,18,227,1,1,0,7,No
94,123,0,0,0,1,0,12,No
603,496,57,100,1,1,0,13,No
445,449,0,60,1,0,0,16,No
260,161,0,2,1,1,0,10,No
484,412,13,59,1,1,0,8,No
461,700,0,475,1,1,0,7,No
248,197,71,27,1,1,0,11,No
296,495,0,49,1,1,0,12,No
200,304,0,82,1,1,0,8,No
511,873,1,502,1,1,0,11,No
728,307,0,50,1,0,0,5,No
969,944,124,118,1,0,0,12,No
225,307,0,74,1,1,0,8,No
237,492,0,21,1,1,4,10,No
115,160,54,61,1,1,0,9,No
5,13,0,1,1,1,4,16,No
284,289,8,31,1,1,0,10,No
207,225,24,6,1,1,0,10,No
106,147,0,1,1,1,0,11,No
220,367,0,10,1,1,0,12,No
39,43,11,0,1,1,4,10,No
311,412,0,3,0,1,0,13,No
372,374,0,46,1,1,0,14,No
42,8,0,1,1,0,0,15,No
368,459,30,65,1,1,0,7,No
566,585,0,13,1,1,0,7,No
615,830,42,108,1,1,0,15,No
174,26,52,12,1,1,0,11,No
847,958,0,209,1,1,0,14,No
1121,1118,150,615,1,1,0,10,No
245,208,4,2,1,1,2,12,No
374,445,0,104,1,1,0,7,No
505,498,0,64,1,0,0,9,No
341,1049,33,176,1,1,0,8,No
433,543,1,288,1,1,0,12,No
499,758,0,23,1,1,2,13,No
310,349,0,25,1,1,0,14,No
330,422,40,799,1,1,0,11,No
527,659,24,109,1,0,0,10,No
79,90,0,0,1,1,0,7,No
456,653,1,170,1,1,0,9,No
319,378,48,41,1,1,0,13,No
169,39,0,4,1,0,0,11,No
403,470,23,47,1,1,0,10,No
550,485,31,84,1,1,0,11,No
972,732,5,113,1,1,0,13,No
161,168,0,59,1,1,0,8,No
584,669,42,31,1,0,0,10,No
433,453,0,52,1,1,0,10,No
512,522,56,88,1,1,0,10,No
547,790,0,17,1,0,0,8,No
402,343,98,1058,1,1,0,10,No
1801,1029,0,123,1,0,0,8,No
322,365,50,122,1,1,0,6,No
1031,719,12,99,1,0,0,13,No
846,743,22,38,1,0,0,12,No
460,380,5,67,1,1,0,12,No
412,414,12,15,1,1,1,12,No
354,455,0,19,1,1,0,12,No
508,504,9,74,1,1,0,5,No
409,927,6,32,1,1,0,7,No
228,806,13,0,1,1,0,13,No
174,172,0,1,1,1,0,10,No
769,1115,25,92,1,0,0,10,No
559,674,0,13,1,1,0,14,No
382,346,23,38,1,1,0,7,No
338,334,19,30,1,1,0,13,No
345,362,0,56,1,1,0,11,No
419,411,33,38,1,1,0,13,No
476,462,9,75,1,1,0,13,No
348,338,15,15,1,1,0,6,No
582,623,0,36,1,1,0,14,No
479,547,59,80,1,1,0,10,No
352,333,14,38,1,1,0,11,No
581,544,6,58,1,1,0,11,No
560,500,39,49,1,1,0,9,No
525,1017,10,41,1,1,0,13,No
452,481,0,82,1,1,0,6,No
713,636,3,118,1,1,0,13,No
270,280,34,52,1,1,0,11,No
423,424,40,169,1,1,0,12,No
630,641,1,93,1,1,0,17,No
893,902,30,87,1,1,0,14,No
499,617,14,56,1,1,0,12,No
440,540,16,48,1,1,0,6,No
300,442,0,36,1,1,0,12,No
294,386,8,15,1,1,2,14,No
428,385,50,18,1,1,0,14,No
480,481,0,72,1,1,0,11,No
726,582,0,17,1,0,0,16,No
924,832,26,596,1,1,0,9,No
631,645,22,56,1,1,0,8,No
254,352,22,94,1,1,0,15,No
406,478,0,76,1,1,0,12,No
842,797,0,99,1,1,0,13,No
647,542,21,36,1,1,0,14,No
513,442,0,50,1,1,0,14,No
338,367,2,37,1,1,0,13,No
619,793,98,272,1,1,0,7,No
938,1194,66,27,1,1,0,14,No
293,235,0,103,1,1,0,12,No
564,538,0,71,1,1,0,13,No
727,729,0,31,1,1,0,11,No
314,187,102,200,1,0,0,11,No
651,643,39,171,1,1,0,15,No
507,582,34,99,1,1,0,11,No
632,664,14,31,1,1,0,10,No
521,491,10,69,1,1,0,14,No
468,456,41,12,1,1,0,6,No
530,597,53,71,1,1,0,8,No
339,331,48,4,1,1,0,12,No
377,387,0,33,1,1,0,13,No
414,496,0,60,1,1,0,10,No
427,548,72,54,1,1,0,11,No
536,447,33,79,1,1,0,9,No
481,555,8,29,1,1,0,11,No
492,724,0,71,1,1,0,14,No
257,291,139,19,1,1,2,10,No
582,658,0,80,1,1,0,11,No
347,381,6,66,1,1,0,9,No
298,298,22,25,1,1,0,12,No
322,411,23,12,1,1,0,11,No
183,189,6,11,1,1,0,5,No
324,323,0,114,1,1,0,10,No
176,256,0,1,1,1,0,12,No
2572,693,3,8,1,0,0,11,No
3087,526,132,32,1,0,0,22,No
4492,2210,130,184,1,0,0,15,No
2082,2197,94,875,1,0,0,7,No
1011,262,100,132,1,0,0,17,No
37,413,49,5,1,0,0,9,No
521,2397,118,9,1,0,2,17,No
16,57,26,4,1,1,2,14,No
222,440,105,5,1,0,3,14,No
44,3787,0,1,0,0,0,13,No
2253,5022,0,172,1,0,7,15,No
444,604,111,3,1,0,4,16,No
360,2288,0,228,1,0,0,12,No
142,289,0,7,1,0,0,12,No
114,248,0,49,1,0,0,14,No
340,536,0,4,1,0,4,15,No
280,691,7,8,1,0,0,16,No
93,139,0,3,1,0,0,12,No
58,170,12,20,1,0,0,9,No
247,963,78,30,1,0,0,10,No
281,1342,60,327,1,0,5,9,No
1173,1431,15,3,1,0,0,10,No
158,303,51,2,1,0,2,11,No
70,808,0,6,1,0,1,9,No
1266,678,50,1,1,0,0,13,No
197,131,3,1,0,0,0,12,No
498,148,12,2,1,0,4,12,No
1705,578,25,6,1,0,2,14,No
449,1151,0,84,0,1,0,9,No
1022,5252,140,2,1,0,3,10,No
1,15,0,0,1,1,0,10,No
611,514,94,36,1,0,0,12,No
23,140,57,0,1,0,0,10,No
804,2553,0,25,1,0,5,18,No
291,84,68,5,1,0,1,11,No
77,42,16,5,1,0,0,16,No
433,409,31,3,1,0,0,12,No
199,61,73,1,1,0,0,12,No
322,257,0,3,1,0,0,12,No
183,155,0,1,1,0,0,10,No
152,966,0,6,1,0,0,9,No
149,822,83,6,1,0,0,13,No
247,316,108,3,1,0,0,9,No
694,3255,84,8,1,0,2,15,No
287,1459,10,8,1,0,4,13,No
801,4536,82,9,1,0,3,15,No
21,586,54,3,1,0,0,12,No
12,202,135,2,1,0,0,12,No
125,691,15,3,1,0,3,14,No
25,765,70,2,1,0,0,16,No
116,1265,75,3,1,0,0,18,No
140,288,0,5,1,0,0,13,No
47,61,57,7,1,0,0,15,No
89,112,0,3,1,1,2,12,No
12,28,0,1,1,1,4,14,No
338,435,0,7,1,1,0,10,No
875,1027,24,2,1,0,0,17,No
359,586,48,8,1,1,0,12,No
353,733,32,5,1,1,0,7,No
49,326,0,7,1,0,0,14,No
47,124,0,3,1,1,0,13,No
40,118,3,4,0,0,0,13,No
282,377,37,9,1,1,0,12,No
160,304,0,5,1,1,0,10,No
605,525,54,6,1,0,0,9,No
816,646,130,9,1,0,1,15,No
288,365,8,4,1,1,0,14,No
239,416,27,8,1,1,0,14,No
153,253,0,8,1,1,0,12,No
21,63,0,1,1,0,4,14,No
41,93,0,1,1,1,0,9,No
32,48,0,4,1,0,0,17,No
13,73,56,8,1,1,0,12,No
30,347,149,1,1,0,2,9,No
443,1821,0,8,1,0,0,14,No
517,1693,67,6,1,0,4,12,No
144,651,0,8,1,1,0,11,No
98,937,0,8,1,0,0,15,No
177,237,0,9,1,1,2,12,No
295,378,27,1,1,1,1,13,No
156,165,0,8,1,0,0,16,No
5,46,105,7,1,0,0,15,No
207,258,0,4,1,0,2,12,No
316,496,105,5,1,0,0,16,No
22,46,0,1,1,1,0,13,No
70,160,0,4,1,1,0,5,No
146,203,7,4,1,1,0,6,No
261,488,0,3,1,1,0,11,No
342,465,6,3,1,1,0,7,No
183,401,0,9,1,1,0,20,No
250,796,97,9,1,0,0,20,No
96,134,3,9,1,1,0,20,No
145,327,139,6,1,0,0,14,No
146,166,0,4,1,1,4,10,No
44,361,0,2,0,0,0,15,No
792,3126,113,6,1,0,0,20,No
312,2275,110,5,1,0,0,12,No
283,477,0,5,1,1,2,8,No
1002,4209,0,9,1,0,2,16,No
234,658,93,2,1,0,0,14,No
160,177,0,2,1,0,0,12,No
207,553,0,9,1,0,2,11,No
46,22,21,4,1,0,0,18,No
154,147,22,5,1,0,0,14,No
60,58,47,6,1,0,0,13,No
149,123,0,1,1,0,0,15,No
188,504,0,3,1,1,0,9,No
401,2117,0,3,1,0,1,10,No
239,1134,145,9,1,0,0,19,No
91,149,0,7,1,0,0,18,No
78,783,28,1,1,0,0,11,No
135,517,44,4,1,0,4,11,No
203,823,71,4,1,0,0,12,No
